"","apartment","road","address","lon","lat"
"281","수서한아름","광평로51길 22","서울특별시 강남구 수서동 712",127.1036464,37.489418
"282","신동아","광평로47길 17","서울특별시 강남구 수서동 736",127.0983474,37.4870719
"283","Ruden House","강남대로162길 41-8","서울특별시 강남구 신사동 524-8",127.0215858,37.5214011
"284","강남상가","압구정로2길 46","서울특별시 강남구 신사동 510-11",127.0206714,37.518739
"285","뉴현대","압구정로18길 14-14","서울특별시 강남구 신사동 550-5",127.0236511,37.5235167
"286","대성아트빌","논현로151길 45","서울특별시 강남구 신사동 540-2",127.0243381,37.5194956
"287","래미안신사","압구정로2길 20","서울특별시 강남구 신사동 506-9",127.0196129,37.5200106
"288","로데오현대","압구정로50길 28","서울특별시 강남구 신사동 658",127.0373027,37.5265851
"289","신사 아크존2","압구정로34길 49","서울특별시 강남구 신사동 606-2",127.0307067,37.5248516
"290","신사동씨티빌","강남대로162길 27-26","서울특별시 강남구 신사동 523-4",127.0206195,37.5210669
"291","신사아이빌","압구정로2길 15","서울특별시 강남구 신사동 522",127.019975,37.5206993
"292","신사파크빌라A동","도산대로23길 18","서울특별시 강남구 신사동 562",127.0262277,37.5202491
"293","신사파크빌라B동","도산대로25길 15-17","서울특별시 강남구 신사동 562-24",127.0264806,37.5203738
"294","신성아파트 101동","언주로167길 15","서울특별시 강남구 신사동 622",127.0320408,37.5261447
"295","알파임하우스1","언주로164길 20","서울특별시 강남구 신사동 649-5",127.0351442,37.5252601
"296","압구정대원칸타빌아파트","압구정로48길 15","서울특별시 강남구 신사동 659",127.0372219,37.5274161
"297","압구정케이씨씨(622-1)","언주로167길 9","서울특별시 강남구 신사동 622-1",127.0324295,37.5260947
"298","압구정화이트빌","논현로154길 11","서울특별시 강남구 신사동 591-11",127.0290306,37.5217553
"299","유로미B동","압구정로14길 20","서울특별시 강남구 신사동 547-8",127.0230477,37.5230215
"300","장자울","논현로160길 20","서울특별시 강남구 신사동 593-21",127.0297129,37.522443
"301","중앙하이츠파크","압구정로42길 78","서울특별시 강남구 신사동 632",127.0336683,37.5237306
"302","진흥아마란스","언주로157길 23","서울특별시 강남구 신사동 626-1",127.0309894,37.523642
"303","청담쉐르빌","논현로153길 42","서울특별시 강남구 신사동 555-11",127.0247568,37.5206136
"304","체리빌","압구정로18길 14-8","서울특별시 강남구 신사동 550-7",127.0240495,37.5237606
"305","토미","논현로158길 17","서울특별시 강남구 신사동 593-32",127.0297501,37.5221919
"306","하야트빌","논현로159길 56","서울특별시 강남구 신사동 551-5",127.0237858,37.5217734
"307","대림빌라트","압구정로29길 51","서울특별시 강남구 압구정동 444",127.0271268,37.5308087
"308","미성1차","압구정로11길 17","서울특별시 강남구 압구정동 414",127.0199989,37.5251822
"309","미성2차","압구정로 113","서울특별시 강남구 압구정동 397",127.018523,37.524113
"310","신현대11차","압구정로 151","서울특별시 강남구 압구정동 433",127.024268,37.527481
"311","신현대12차","압구정로 151","서울특별시 강남구 압구정동 434",127.0242707,37.5289263
"312","신현대9차","압구정로 151","서울특별시 강남구 압구정동 426",127.0246603,37.5260254
"313","한양1차(영동한양)","압구정로 321","서울특별시 강남구 압구정동 490",127.0387567,37.5302705
"314","한양2","압구정로 347","서울특별시 강남구 압구정동 493",127.0405888,37.5298051
"315","한양3","압구정로 321","서울특별시 강남구 압구정동 489",127.0381148,37.5290723
"316","한양4","압구정로 313","서울특별시 강남구 압구정동 486",127.0368902,37.5308644
"317","한양5","압구정로 401","서울특별시 강남구 압구정동 513",127.0419761,37.5289036
"318","한양6","압구정로 313","서울특별시 강남구 압구정동 484",127.0365345,37.529664
"319","한양7","압구정로61길 37","서울특별시 강남구 압구정동 528",127.043812,37.5291933
"320","한양8(81동한개동)","압구정로 403","서울특별시 강남구 압구정동 510",127.0423037,37.5300056
"321","현대10차(201,202동)","압구정로29길 69","서울특별시 강남구 압구정동 436",127.0250939,37.5310487
"322","현대13차(208~211동)","압구정로29길 23","서울특별시 강남구 압구정동 448",127.0273203,37.5301931
"323","현대14차(203,204,205,206동)","압구정로29길 57","서울특별시 강남구 압구정동 447",127.0262824,37.5304891
"324","현대1차(12,13,21,22,31,32,33동)","압구정로29길 71","서울특별시 강남구 압구정동 369-1",127.0280273,37.5328218
"325","현대2차(10,11,20,23,24,25동)","압구정로29길 71","서울특별시 강남구 압구정동 369-1",127.0280273,37.5328218
"326","현대3차(61~64동)","압구정로39길 58","서울특별시 강남구 압구정동 443",127.0269248,37.5311981
"327","현대4차저층(51~56동)","압구정로33길 70","서울특별시 강남구 압구정동 462",127.0305942,37.5324077
"328","현대5차(71,72동)","압구정로29길 68","서울특별시 강남구 압구정동 455",127.0284556,37.5320757
"329","현대65동(대림아크로빌아파트)","압구정로 201","서울특별시 강남구 압구정동 456",127.028845,37.5300542
"330","현대6차(78~81,83,84,86,87동)","압구정로 201","서울특별시 강남구 압구정동 456",127.028845,37.5300542
"331","현대7차(73~77,82,85동)","압구정로 201","서울특별시 강남구 압구정동 456",127.028845,37.5300542
"332","현대8차(성수현대:91~95동)","압구정로 309","서울특별시 강남구 압구정동 481",127.0352887,37.5307261
"333","(633-22)로얄팰리스","테헤란로13길 45","서울특별시 강남구 역삼동 633-22",127.031161,37.5024895
"334","(828-21)","테헤란로10길 25","서울특별시 강남구 역삼동 828-21",127.0329687,37.4975512
"335","(828-76)","테헤란로10길 27","서울특별시 강남구 역삼동 828-76",127.0330536,37.4973708
"336","강남서해더블루","논현로63길 16","서울특별시 강남구 역삼동 796-29",127.0385342,37.4938222
"337","강남역우정에쉐르","테헤란로10길 10","서울특별시 강남구 역삼동 823-7",127.0322491,37.4983635
"338","개나리 푸르지오","역삼로 314","서울특별시 강남구 역삼동 755-1",127.0499488,37.4996497
"339","개나리4","언주로 406","서울특별시 강남구 역삼동 712",127.0455138,37.5016503
"340","개나리SK뷰","역삼로 315-1","서울특별시 강남구 역삼동 716-3",127.0493726,37.50246
"341","개나리래미안","역삼로 306","서울특별시 강남구 역삼동 754",127.0464387,37.498551
"342","갤러리아트","언주로63길 30","서울특별시 강남구 역삼동 783-28",127.0437391,37.4942113
"343","갤러리하우스","도곡로33길 16","서울특별시 강남구 역삼동 783-3",127.0434418,37.4943792
"344","거평빌라트","도곡로17길 12","서울특별시 강남구 역삼동 794-28",127.0375324,37.492139
"345","경남아너스빌","언주로85길 13","서울특별시 강남구 역삼동 722",127.0423465,37.5002722
"346","공간쉐르빌","언주로63길 32","서울특별시 강남구 역삼동 783-30",127.043494,37.4941886
"347","광평하우스빌","도곡로11길 10","서울특별시 강남구 역삼동 835-33",127.035756,37.4915118
"348","노블스위트","역삼로19길 14","서울특별시 강남구 역삼동 747",127.0373104,37.4959576
"349","노블카운티","도곡로19길 13","서울특별시 강남구 역삼동 794-24",127.037802,37.492543
"350","대림역삼","언주로 316","서울특별시 강남구 역삼동 761-10",127.0463178,37.4960577
"351","대우디오빌플러스","강남대로84길 33","서울특별시 강남구 역삼동 824-25",127.0310602,37.497514
"352","래미안그레이튼","도곡로43길 20","서울특별시 강남구 역삼동 763-16",127.0482989,37.4964269
"353","래미안그레이튼(진달래2차)","도곡로43길 21","서울특별시 강남구 역삼동 762-3",127.0472735,37.4953338
"354","래미안펜타빌","역삼로 309","서울특별시 강남구 역삼동 713-7",127.0475603,37.5005387
"355","로얄빌리지","테헤란로21길 18","서울특별시 강남구 역삼동 644-6",127.034518,37.5015033
"356","롯데캐슬노블","도곡로13길 19","서울특별시 강남구 역삼동 835-68",127.0356714,37.4923761
"357","리츠빌","논현로64길 28","서울특별시 강남구 역삼동 787-4",127.0426022,37.4936263
"358","리치타워","논현로105길 52","서울특별시 강남구 역삼동 604",127.0299959,37.5053885
"359","명인갤러리","언주로75길 22","서울특별시 강남구 역삼동 729-37",127.042467,37.498545
"360","베스젠빌","논현로97길 74","서울특별시 강남구 역삼동 633",127.0305299,37.5026645
"361","브라운스톤역삼","역삼로 171","서울특별시 강남구 역삼동 747-5",127.0378689,37.4956162
"362","상지리츠빌(1호라인)","언주로 320","서울특별시 강남구 역삼동 761-9",127.0459751,37.4965055
"363","상지리츠빌(2호라인)","언주로 322","서울특별시 강남구 역삼동 761",127.045872,37.4966956
"364","상지리츠빌역삼2차","도곡로43길 37","서울특별시 강남구 역삼동 761-3",127.0463912,37.4966827
"365","성영forU","선릉로107길 24","서울특별시 강남구 역삼동 681-46",127.0421408,37.5091135
"366","세방하이빌1","역삼로 240","서울특별시 강남구 역삼동 771-4",127.0427685,37.4973382
"367","세방하이빌2","역삼로 240-1","서울특별시 강남구 역삼동 771-14",127.042962,37.4969794
"368","세종빌라트","도곡로23길 31","서울특별시 강남구 역삼동 791-23",127.0387812,37.4941423
"369","쌍용플레티넘밸류","테헤란로4길 46","서울특별시 강남구 역삼동 826-37",127.0303725,37.4953323
"370","쎄비앙 101동","언주로69길 31","서울특별시 강남구 역삼동 778",127.0428278,37.4957961
"371","쎄비앙 102동","역삼로34길 25","서울특별시 강남구 역삼동 778-5",127.0429209,37.4955878
"372","에스케이허브젠","역삼로 109","서울특별시 강남구 역삼동 831-45",127.0309928,37.4936281
"373","역삼 I'PARK","역삼로 307","서울특별시 강남구 역삼동 713-11",127.0466111,37.4994913
"374","역삼2차아이파크","도곡로57길 12","서울특별시 강남구 역삼동 765-32",127.0515404,37.4966683
"375","역삼동그린비","언주로103길 12","서울특별시 강남구 역삼동 656-32",127.0390178,37.50674
"376","역삼동우정에쉐르1","테헤란로4길 32","서울특별시 강남구 역삼동 826-29",127.0301445,37.4962612
"377","역삼동월드메르디앙","도곡로21길 15","서울특별시 강남구 역삼동 795-41",127.0385826,37.492872
"378","역삼동프라임","언주로97길 22","서울특별시 강남구 역삼동 664-21",127.0395069,37.5052914
"379","역삼동하나빌","봉은사로 312","서울특별시 강남구 역삼동 681-26",127.0412814,37.5091876
"380","역삼디오슈페리움","강남대로 324","서울특별시 강남구 역삼동 832-5",127.03094,37.4921103
"381","역삼래미안","선릉로69길 19","서울특별시 강남구 역삼동 757",127.0502289,37.4972705
"382","역삼르비앙1","도곡로11길 13","서울특별시 강남구 역삼동 835-12",127.0353256,37.4917452
"383","역삼열성카이스빌","도곡로7길 23","서울특별시 강남구 역삼동 836-35",127.0340341,37.4920086
"384","역삼예명","봉은사로34길 53","서울특별시 강남구 역삼동 664-5",127.0384233,37.5049393
"385","역삼우정에쉐르2","테헤란로48길 10","서울특별시 강남구 역삼동 707-18",127.0458512,37.5025992
"386","역삼이안애비","논현로70길 16","서울특별시 강남구 역삼동 777-49",127.041122,37.4952101
"387","역삼자이","언주로 420","서울특별시 강남구 역삼동 711-3",127.0440285,37.5013221
"388","역삼푸르지오","언주로 332","서울특별시 강남구 역삼동 754-1",127.0467951,37.4976537
"389","예지인","테헤란로10길 42","서울특별시 강남구 역삼동 828-11",127.0330969,37.4963764
"390","예지향","역삼로33길 13","서울특별시 강남구 역삼동 728-52",127.0414001,37.497957
"391","요진와이시티미니","역삼로25길 21","서울특별시 강남구 역삼동 727-9",127.0392163,37.4974265
"392","우림루미아트1","언주로90길 6","서울특별시 강남구 역삼동 706-11",127.0437204,37.502153
"393","우정에쉐르3","언주로86길 25","서울특별시 강남구 역삼동 707-15",127.0451788,37.5024649
"394","우정에쉐르멤버스","선릉로87길 14","서울특별시 강남구 역삼동 708-31",127.0483309,37.5030841
"395","은하수","언주로70길 24","서울특별시 강남구 역삼동 759-1",127.0477022,37.4971979
"396","이스턴오피스텔","테헤란로14길 13","서울특별시 강남구 역삼동 735-15",127.0334638,37.4985365
